text,label
Denise Calls Up (1995),1
Syrup,0
Return of the Fly (1959),1
Coldblooded (1995),1
One Hundred Years of Solitude,0
Trust Fund,0
The High Lord (Black Magician Trilogy  #3),0
The Elements of Typographic Style,0
Brother Minister: The Assassination of Malcolm X (1994),1
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,0
El Evangelio Según Jesucristo,0
Love Poems,0
"Champ, The (1979)",1
Seven (Se7en) (1995),1
Where I Was From,0
At Bertram's Hotel,0
ヒカルの碁 16、中国棋院,0
Sarafina! (1992),1
"Five Senses, The (1999)",1
Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,0
ヒカルの碁 12、新初段シリーズ,0
Introduction to the Philosophy of History with Selections from The Philosophy of Right,0
In the Hand of the Goddess (Song of the Lioness  #2),0
Payback (1999),1
Exit to Eden,0
Eden (1997),1
Brighid's Quest (Partholon  #5),0
The Art of Deception: Controlling the Human Element of Security,0
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,0
The Best Stories of Fyodor Dostoevsky,0
Muriel's Wedding (1994),1
"Babysitter, The (1995)",1
"Fury, The (1978)",1
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",1
The Beach,0
Are We There Yet?,0
The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis,0
Sleepwalkers (1992),1
Tommy Boy (1995),1
The Communist Manifesto,0
"Sandpiper, The (1965)",1
Waterworks,0
Montana (1998),1
The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,0
"Simple Plan, A (1998)",1
No me cogeréis vivo: artículos 2001-2005,0
Small Time Crooks (2000),1
"Devil's Own, The (1997)",1
Judge Dredd (1995),1
Northern Lights (His Dark Materials  #1),0
Seven Novels,0
Moonraker (1979),1
Golding's Lord of the Flies (Cliffs Notes),0
The English Patient: A Screenplay (Screen and Cinema),0
Anaïs Nin: A Biography,0
The Decline and Fall of the Roman Empire,0
"Thin Man, The (1934)",1
Eye for an Eye (1996),1
M (1931),1
Twelfth Night,0
John Adams,0
Mighty Love,0
I Married A Strange Person (1997),1
Roseanna's Grave (For Roseanna) (1997),1
Beyond Rangoon (1995),1
Last Action Hero (1993),1
Guide to Stress Reduction,0
The Little Fire Engine,0
Follow the Bitch (1998),1
Stalingrad (1993),1
Kissing a Fool (1998),1
Timequake,0
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,0
The Sagittarius Whorl (Rampart Worlds #3),0
"Raven, The (1963)",1
There Is Nothing Wrong with You: Going Beyond Self-Hate,0
Akhenaten: Dweller in Truth,0
Breaking the Waves (1996),1
Andreas Gursky,0
Citizen's Band (a.k.a. Handle with Care) (1977),1
"Prophecy, The (1995)",1
He Walked by Night (1948),1
"First Love, Last Rites (1997)",1
Captain Cat,0
Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,0
Apollo 13 (1995),1
The Dark Arena,0
Fragments,0
The Boys Start the War  the Girls Get Even,0
Death Wish 3 (1985),1
The Known World,0
"Lady Eve, The (1941)",1
Easy Money (1983),1
Michael (1996),1
Tales of Power,0
The Power of Art,0
James Herriot's Dog Stories,0
You Can't Go Home Again,0
"Running Man, The (1987)",1
Around the World in 8 1/2 Days (Judy Moody #7),0
Creating the Worlds of Star Wars: 365 Days,0
"Shop Around the Corner, The (1940)",1
"Face in the Crowd, A (1957)",1
Cursor's Fury (Codex Alera  #3),0
Deep Rising (1998),1
"General, The (1927)",1
Geronimo: An American Legend (1993),1
The Medusa in the Shield,0
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,0
Jane Eyre (1996),1
Walt Whitman: Words for America,0
Bacacay,0
Der Richter und sein Henker,0
Legend (1985),1
Data Structures and Algorithm Analysis in C,0
Ego and Hubris: The Michael Malice Story,0
One Night Stand (1997),1
Glass Houses (The Morganville Vampires  #1),0
Flight of the Nighthawks (The Darkwar Saga  #1),0
The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,0
Sweet Revenge,0
Richard III (1995),1
Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,0
"Henry: Portrait of a Serial Killer, Part 2 (1996)",1
The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,0
"Allnighter, The (1987)",1
Big Bully (1996),1
The Sea,0
Wicked Dreams,0
"Killing, The (1956)",1
"Hand That Rocks the Cradle, The (1992)",1
Pretty in Pink (1986),1
Fatal Instinct (1993),1
Needful Things (1993),1
Three Seasons (1999),1
"American Werewolf in London, An (1981)",1
Queen of Sorcery (The Belgariad  #2),0
Misery (1990),1
Amityville: Dollhouse (1996),1
"Goofy Movie, A (1995)",1
No Country for Old Men,0
Swamp Thing (1982),1
The Moonspinners,0
Superman III (1983),1
"Perils of Pauline, The (1947)",1
"League of Their Own, A (1992)",1
The Lake of Souls (Cirque du Freak #10),0
Bedrooms & Hallways (1998),1
Blind Willow  Sleeping Woman: 24 Stories,0
Pastoralia,0
Déjà Vu (1997),1
Allan Quartermain and the Lost City of Gold (1987),1
Cabaret Balkan (Bure Baruta) (1998),1
The Poppy Seed Cakes,0
Cannery Row,0
"Evening Star, The (1996)",1
Anleitung zum Zickigsein,0
The Trial,0
Odd Thomas (Odd Thomas #1),0
Reflex,0
Images and Symbols: Studies in Religious Symbolism,0
Fates Worse Than Death,0
Transmetropolitan  Vol. 10: One More Time,0
"Killing Fields, The (1984)",1
That Godless Court?: Supreme Court Decisions on Church-State Relationships,0
The Infinite Plan,0
Career Girls (1997),1
The Christmas Shoes (Christmas Hope #1),0
Far and Away (1992),1
Thursday's Child (Margaret Thursday  #1),0
I'll Be Seeing You,0
Strategies of Containment: A Critical Appraisal of American National Security Policy During the Cold War,0
Poetry for Young People: Edward Lear,0
Puppet Master 4 (1993),1
Hellstrom's Hive,0
Prom Night III: The Last Kiss (1989),1
Rising Sun (1993),1
Jacques the Fatalist,0
"Amityville Curse, The (1990)",1
The Fortress of Solitude,0
All About Eve (1950),1
Mystery Train (1989),1
F/X 2 (1992),1
The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6),0
Down to You (2000),1
Mortal Thoughts (1991),1
"Cable Guy, The (1996)",1
The Waste Land,0
The Private Parts of Women,0
The 48 Laws of Power,0
Bringing Up Baby (1938),1
High School High (1996),1
Critique of Pure Reason,0
The Black Book of Hollywood Beauty Secrets,0
"Doom Generation, The (1995)",1
Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life,0
Bill Bryson's African Diary,0
Convergence Culture: Where Old and New Media Collide,0
Get Real (1998),1
Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),0
Audrey Rose (1977),1
The Book of Leviathan,0
Death in Kashmir,0
The Wolf's Hour,0
The Sound and the Fury,0
The Delta Star,0
Any Number Can Win (Mélodie en sous-sol ) (1963),1
On the Beach (1959),1
Tom & Viv (1994),1
A Short History of Byzantium,0
"King and I, The (1999)",1
Suddenly Daddy (Suddenly #1),0
O Cavalo e o Seu Rapaz (As Crónicas de Nárnia  #3),0
Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),0
Touch & Feel: Animals Boxed Set,0
Santa Cruise: A Holiday Mystery at Sea,0
Lotto Land (1995),1
"Cider House Rules, The (1999)",1
All the Vermeers in New York (1990),1
Scar Tissue,0
The Dain Curse,0
Georgia (1995),1
The Wealth of Networks: How Social Production Transforms Markets and Freedom,0
Birthday (Ring  #4),0
How to Stuff a Wild Bikini (1965),1
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",1
Children of the Revolution (1996),1
Hungry Planet,0
Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana,0
Arthur Edward Waite's Quest of the Golden Stairs,0
Titanic (1953),1
The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,0
Fear and Trembling/Repetition,0
Lady of Burlesque (1943),1
The Charterhouse of Parma,0
Dog Day Afternoon (1975),1
Always Tell Your Wife (1923),1
The Wonderful Story of Henry Sugar and Six More,0
Serious Girls,0
A Practical Guide to Dragons,0
"End of the Affair, The (1955)",1
When Nietzsche Wept,0
Trainspotting (1996),1
Atlas Shrugged,0
"Flintstones in Viva Rock Vegas, The (2000)",1
Natural Born Killers (1994),1
Hear the Wind Blow,0
Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,0
Ada  or Ardor: A Family Chronicle,0
Pale Rider (1985),1
Haunted Honeymoon (1986),1
House (1986),1
Blood and Sand (Sangre y Arena) (1989),1
Heaven's Prisoners (1996),1
"Inspector General, The (1949)",1
Soups,0
Living Out Loud (1998),1
Ed's Next Move (1996),1
"Brandon Teena Story, The (1998)",1
Barney's Great Adventure (1998),1
Surveillance (Intervention  #1),0
Angels Fall,0
Crazy For You,0
Little City (1998),1
People of the Lie: The Hope for Healing Human Evil,0
"Adventures of Priscilla, Queen of the Desert, The (1994)",1
Dreamscape (1984),1
Small Island,0
Feeling Minnesota (1996),1
Murphy's Romance (1985),1
Graphic Design Now,0
Speaker for the Dead (Ender's Saga  #2),0
"Blue Angel, The (Blaue Engel, Der) (1930)",1
Awakening (Chasing Yesterday  #1),0
Secretos De Familia,0
One True Thing (1998),1
Pit and the Pendulum (1961),1
Shoofly Pie (Bug Man  #1),0
Ragtime,0
The Stone Monkey (Lincoln Rhyme  #4),0
The Day My Butt Went Psycho,0
The Changeling,0
Nightmare House (Harrow House  #1),0
Inferno (La Divina Commedia #1),0
"Woman of Paris, A (1923)",1
Life After God,0
The Twits,0
"Parent Trap, The (1998)",1
Study Bible: NIV,0
The Best American Comics 2006,0
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,0
We Were Not Like Other People,0
The Curious Incident of the Dog in the Night-Time,0
Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),0
Uncommon Carriers,0
The Condor And The Cows: A South American Travel Diary,0
Stay Tuned (1992),1
El talismán,0
The French Kitchen: A Cookbook,0
Pandora's Star,0
"Colonel Chabert, Le (1994)",1
The Idiot,0
The Tale of Peter Rabbit: A Pop-up Adventure,0
Sliver (1993),1
The Untouchables,0
Who Moved My Cheese?,0
The Artist of the Missing,0
"Hidden, The (1987)",1
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1
"Mirror Has Two Faces, The (1996)",1
Time Code (2000),1
Cobra (1925),1
Edie,0
Jack of Fables  Vol. 1: The (Nearly) Great Escape,0
Beat That! Cookbook,0
Timequake,0
There's Something About Mary (1998),1
Death in Berlin,0
South Pacific (1958),1
Shampoo (1975),1
"Grand Day Out, A (1992)",1
Alien Escape (1995),1
Devil Girl From Mars (1954),1
Cabaret (1972),1
The Canterbury Tales,0
Return with Honor (1998),1
Junk Mail (1997),1
Full Speed (Full  #3),0
All the Rage (a.k.a. It's the Rage) (1999),1
Cool as Ice (1991),1
Dying Young (1991),1
G. I. Blues (1960),1
Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),0
Sam And The Firefly (Beginner Books),0
Kitchen Privileges: A Memoir,0
"End of Violence, The (1997)",1
Century (1993),1
"End of the Affair, The (1999)",1
Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),0
Jupiter's Wife (1994),1
Laughter in the Dark,0
Get Carter (2000),1
"Bachelor, The (1999)",1
Nightfall,0
Curries Without Worries,0
Blue Hawaii (1961),1
Problem Child 2 (1991),1
Emma (1996),1
"I Love You, I Love You Not (1996)",1
Caught (1996),1
"Raisin in the Sun, A (1961)",1
Salt in His Shoes: Michael Jordan in Pursuit of a Dream,0
No Small Affair (1984),1
Runaways (Orphans  #5),0
"Ballad of Narayama, The (Narayama Bushiko) (1982)",1
Wes Craven's New Nightmare (1994),1
Nothing in Common (1986),1
Clear and Present Danger (1994),1
Echte Kerle (1996),1
Broken Prey (Lucas Davenport  #16),0
Goddess of Love (Goddess Summoning  #5),0
Single White Female (1992),1
Valley Of Silence (Circle Trilogy  #3),0
By Myself and Then Some,0
Malinche,0
Blind Date (1987),1
Whores for Gloria,0
The Enneads,0
I Confess (1953),1
Hav Plenty (1997),1
Walking and Talking (1996),1
The Art of Richard P. Feynman,0
Native Son (1986),1
In the Bleak Midwinter (1995),1
Laughing Gas,0
Hollow Man (2000),1
Beefcake (1999),1
Another Day in Paradise (1998),1
The Perfect Wife,0
Tono-Bungay,0
The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),0
With Byrd at the South Pole (1930),1
El Aleph,0
Desolation Angels,0
Palestine: Peace Not Apartheid,0
Rebekah (Women of Genesis  #2),0
Rob Roy MacGregor,0
Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,0
Hang 'em High (1967),1
Las rubias de 5th Avenue,0
"Brother, Can You Spare a Dime? (1975)",1
You Can't Take It With You (1938),1
The Accidental Time Machine,0
Israel  My Beloved,0
"Broadway Melody, The (1929)",1
"Wood, The (1999)",1
Children of a Lesser God (1986),1
犬夜叉 12,0
"Jewel of the Nile, The (1985)",1
They Made Me a Criminal (1939),1
"Sea Wolves, The (1980)",1
Monty Python and the Holy Grail (1974),1
It Conquered the World (1956),1
Rush Hour (1998),1
Blown Away (1994),1
Father of the Bride (1950),1
Akira (1988),1
Kalifornia (1993),1
Tex (1982),1
Tim Burton: Interviews,0
Glass House,0
Three Complete Xanth Novels (Xanth  #1-3),0
The Journey (Guardians of Ga'Hoole  #2),0
"Blues Brothers, The (1980)",1
"Boys, The (1997)",1
Entry to Elsewhen,0
The Sorrows of Young Werther,0
Cheetah (1989),1
Angela's Ashes (1999),1
The Complete Sherlock Holmes  Volume II,0
"Manxman, The (1929)",1
"Golden Bowl, The (2000)",1
Endymion,0
Out of the Past (1947),1
Art Out of Time: Unknown Comics Visionaries  1900-1969,0
Shadow & Claw (The Book of the New Sun #1-2),0
Spring Fever USA (a.k.a. Lauderdale) (1989),1
Pump Up the Volume (1990),1
One Crazy Summer (1986),1
"Tingler, The (1959)",1
D3: The Mighty Ducks (1996),1
Blame It on Rio (1984),1
The Protector (Cavanaugh #1),0
The Shining,0
The Icarus Agenda,0
"Black Sabbath (Tre Volti Della Paura, I) (1963)",1
Retro Puppetmaster (1999),1
Lover Eternal (Black Dagger Brotherhood  #2),0
Bram Stoker's Dracula (1992),1
"Great Ziegfeld, The (1936)",1
Rocky V (1990),1
Night Shift (1982),1
Mr. & Mrs. Smith (1941),1
Victor/Victoria (1982),1
Love Smart: Find the One You Want--Fix the One You Got,0
Middle Age: A Romance,0
Poor People,0
"Ideal Husband, An (1999)",1
"Crossing Guard, The (1995)",1
"Bad Seed, The (1956)",1
1491: New Revelations of the Americas Before Columbus,0
The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),0
"Blob, The (1958)",1
Parasite Pig (Interstellar Pig #2),0
Collected Essays and Poems,0
The Fourth Hand,0
Sweet Nothing (1995),1
"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",1
Stardust,0
Eddie's Valuable Property,0
Tyrannosaurus Wrecks (Stanley  #1),0
Robin Hood (1973),1
Hillbillys in a Haunted House (1967),1
The Counterlife,0
"Love Letter, The (1999)",1
Book of Sketches,0
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",1
Margherita Dolce Vita,0
Anchors Aweigh (1945),1
Timecop (1994),1
Friday the 13th: The Final Chapter (1984),1
Worlds Apart (Worlds 2),0
Saving Faith,0
What Do You Care What Other People Think?,0
Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,0
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),0
Washington Square (1997),1
Johnny 100 Pesos (1993),1
Butterfly (La Lengua de las Mariposas) (2000),1
Limelight (1952),1
Bleach  Volume 18,0
Chemistry: The Central Science,0
Slaughterhouse 2 (1988),1
Seventh Heaven (Le Septième ciel) (1997),1
Killer (Fearless  #12),0
Stationary Bike,0
At First Sight (1999),1
Dead Cert,0
"Preacher's Wife, The (1996)",1
"Sum of Us, The (1994)",1
Bean (1997),1
Shaft's Big Score! (1972),1
A Separate Peace,0
"Saltmen of Tibet, The (1997)",1
"Thing, The (1982)",1
Tomorrow Never Dies (1997),1
Every Tongue Got to Confess: Negro Folk-tales from the Gulf States,0
Ladybird Ladybird (1994),1
Hannibal: Enemy Of Rome,0
L.A. Story (1991),1
The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),0
"Maltese Falcon, The (1941)",1
Interiors (1978),1
The Laughing Jesus: Religious Lies and Gnostic Wisdom,0
"Shaggy D.A., The (1976)",1
Treatise on Happiness,0
Halloween 5: The Revenge of Michael Myers (1989),1
High Art (1998),1
"Edge, The (1997)",1
ER Vets: Life in an Animal Emergency Room,0
Tell My Horse: Voodoo and Life in Haiti and Jamaica,0
La Maison des feuilles,0
Dreamer of Dune: The Biography of Frank Herbert,0
Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),0
The Histories,0
La Place de la Concorde Suisse,0
The Iliad,0
Drop Zone (1994),1
Original Gangstas (1996),1
Hart's Hope,0
"Symphonie pastorale, La (1946)",1
Here Is New York,0
The Log from the Sea of Cortez,0
Only the Ring Finger Knows: The Ring Finger Falls Silent (Only the Ring Finger Knows #3),0
Selected Poems,0
Fables: 1001 Nights of Snowfall,0
Crime and Punishment,0
"Dog of Flanders, A (1999)",1
Crows and Sparrows (1949),1
Doctor Faustus and Other Plays,0
Monkeewrench (Monkeewrench  #1),0
Firefly Summer,0
Cigarettes Are Sublime,0
This Is My Father (1998),1
A Preface to Democratic Theory,0
Being John Malkovich (1999),1
"Steal Big, Steal Little (1995)",1
"Superweib, Das (1996)",1
The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,0
Waiting to Exhale (1995),1
Tabby in the Tub (Animal Ark  #29),0
The Idiot,0
"Hudsucker Proxy, The (1994)",1
Heat (1995),1
The History of Sexuality  Volume 1: The Will to Knowledge,0
Spellbound (1945),1
Invasion of the Body Snatchers (1956),1
Hood,0
"Fish Called Wanda, A (1988)",1
It Came from Hollywood (1982),1
"Glass Shield, The (1994)",1
Master of Wolves (Mageverse  #3),0
"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",1
Niagara (1953),1
H.O.T.S. (1979),1
Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece,0
Belizaire the Cajun (1986),1
"Idolmaker, The (1980)",1
Horror Express (1972),1
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",1
The Whole World Is Watching: Mass Media in the Making & Unmaking of the New Left,0
Telling Lies in America (1997),1
CliffsNotes on Shakespeare's Twelfth Night,0
Star Trek: Insurrection (1998),1
Never Talk to Strangers (1995),1
The Invisible Writing,0
"Believers, The (1987)",1
"Bells, The (1926)",1
Bring It On (2000),1
The Twenty-Seventh City,0
Layer Cake,0
Patch Adams (1998),1
"Devil and Max Devlin, The (1981)",1
Black Tights (Les Collants Noirs) (1960),1
Chinese Box (1997),1
The Glory and the Dream: A Narrative History of America 1932-72,0
Universal Soldier (1992),1
Slay Ride,0
Theocritus: Select Poems: Select Poems,0
Cruel Intentions (1999),1
Mansfield Park,0
Danny the Champion of the World,0
Seawolf Class (Silent Service #3),0
Nowhere (1997),1
The Changeling Sea,0
Waiting for the Barbarians,0
"Lodger, The (1926)",1
"Sex, Lies, and Videotape (1989)",1
The Drama of the Gifted Child: The Search for the True Self,0
Ed Wood (1994),1
Two Bits (1995),1
"Fast, Cheap & Out of Control (1997)",1
A Case of Need,0
Brown's Requiem (1998),1
Curse of the Puppet Master (1998),1
Invisible,0
The Collected Poetry  1968-1998,0
"Silence of the Palace, The (Saimt el Qusur) (1994)",1
The Falls,0
Kiss Me Like a Stranger: My Search for Love and Art,0
Anna (1996),1
"Far Off Place, A (1993)",1
Foundation and Empire (Foundation #2),0
Adam and Eve and Pinch Me,0
Sixteen Candles (1984),1
One Flew Over the Cuckoo's Nest,0
The Nubian Prince,0
The Art of Happiness at Work,0
Anna and the King (1999),1
Equal Rites (Discworld  #3; Witches  #1),0
Love Is a Many-Splendored Thing (1955),1
A Man Without a Country,0
The Honourable Schoolboy,0
The Dogfather (A Dog Lover's Mystery  #15),0
"Buddy Holly Story, The (1978)",1
Notorious (1946),1
Amistad (1997),1
Open Secrets,0
Alles ist erleuchtet,0
William Goldman: Four Screenplays,0
Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,0
Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,0
Maverick (1994),1
Condo Painting (2000),1
"Untouchables, The (1987)",1
Postwar: A History of Europe Since 1945,0
Peace,0
Searching for Bobby Fischer (1993),1
Astonishing X-Men  Volume 2: Dangerous,0
Kids of the Round Table (1995),1
Peanuts - Die Bank zahlt alles (1996),1
Ready to Wear (Pret-A-Porter) (1994),1
Chill Factor (1999),1
In Cold Blood,0
"Room with a View, A (1986)",1
Mayflower: A Story of Courage  Community  and War,0
Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses,0
"Addams Family, The (1991)",1
Mr. Maybe,0
The Dragon's Eye (Erec Rex  #1),0
Everyone Worth Knowing,0
"Long Walk Home, The (1990)",1
First Comes Love (Hot Water  California #1),0
Goldfinger (1964),1
Frankenstein  or the Modern Prometheus,0
Mila 18,0
Beyond Good and Evil,0
"Bug's Life, A (1998)",1
Hands on a Hard Body (1996),1
The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,0
The Fugitive Factor (On The Run  #2),0
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),1
O Is for Old Dominion: A Virginia Alphabet,0
Storefront Hitchcock (1997),1
The Amber Spyglass (His Dark Materials  #3),0
Candleshoe (1977),1
Encyclopedia of an Ordinary Life,0
"Girl, Interrupted (1999)",1
"Return of the Texas Chainsaw Massacre, The (1994)",1
Schindler's List (1993),1
The Love You Make: An Insider's Story of the Beatles,0
A Caribbean Mystery,0
The Complete Stories,0
Word of Honor,0
Collected Shorter Fiction: Volume I,0
The Cross (Kristin Lavransdatter  #3),0
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),0
Holes,0
"Quarry, The (1998)",1
Oath of Swords (War God  #1),0
"Cat from Outer Space, The (1978)",1
Some Folks Call It a Sling Blade (1993),1
叫んでやるぜ! (2) (ASUKA COMICS CL-DX),0
Tarantella (1995),1
The Devil's Waltz,0
Ordinary People (1980),1
Jail Bait (1954),1
New Jersey Drive (1995),1
Ride (1998),1
Creepshow (1982),1
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,0
Charade (1963),1
Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,0
Side Effects,0
The Last American Man,0
Tibullus: A Commentary,0
Costa Brava (1946),1
Four Mothers at Chautuaqua,0
Friday the 13th Part 2 (1981),1
Brothers in Arms (Dragonlance: Raistlin Chronicles  #2),0
Nurse Betty (2000),1
Changeling Storytellers Guide,0
Skipped Parts (2000),1
Hayao Miyazaki: Master of Japanese Animation,0
Phenomenology of Perception,0
Assembly of Women (Literary Classics),0
Pompeii,0
"War of the Worlds, The (1953)",1
Fanta C (Mason Sisters  #1),0
"River Runs Through It, A (1992)",1
Paradiso (The Divine Comedy  #3),0
"Abominable Snowman, The (1957)",1
Phantasm (1979),1
The Adventuress,0
Third World Cop (1999),1
Before the Frost (Linda Wallander #1),0
Target (1995),1
The Art of Warfare,0
My Blue Heaven (1990),1
Firelight (1997),1
Malcolm X (1992),1
Visions of Heaven and Hell,0
The Stories (So Far),0
Chop Shop (Bug Man  #2),0
Eleanor Rigby,0
A Farewell to Arms,0
Wild Things: Four Tales,0
Albino Alligator (1996),1
One Magic Christmas (1985),1
The Memory of Whiteness: A Scientific Romance,0
Dead Ringers (1988),1
Young Guns II (1990),1
Operation Spy School (Adam Sharp  #4),0
"Omen, The (1976)",1
Breakfast at Tiffany's,0
Murder! (1930),1
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,0
"Merry War, A (1997)",1
The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,0
Outposts: Journeys to the Surviving Relics of the British Empire,0
Patton (1970),1
Never Cry Wolf (1983),1
Born American (1986),1
Mumford (1999),1
A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,0
Jerusalem Inn (Richard Jury  #5),0
Armageddon (1998),1
Superman: Secret Identity,0
Come See the Paradise (1990),1
"Secret Adventures of Tom Thumb, The (1993)",1
Far From Home: The Adventures of Yellow Dog (1995),1
"Doors, The (1991)",1
"Honey, I Blew Up the Kid (1992)",1
Man's Search for Meaning,0
Object-Oriented Programming in C++,0
Independence Day (ID4) (1996),1
Let's Talk About Sex (1998),1
Cover Her Face (Adam Dalgliesh #1),0
Alphaville (1965),1
I.Q. (1994),1
Travels of Marco Polo,0
"Peacemaker, The (1997)",1
Berlin: The Downfall  1945,0
"Hideous Sun Demon, The (1959)",1
"Gods Must Be Crazy, The (1980)",1
"Perfect Murder, A (1998)",1
Seabiscuit: The Saga of a Great Champion,0
Quicksand,0
Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),0
Zaat,0
"Great White Hype, The (1996)",1
Cook's Illustrated 2005 (Cook's Illustrated Annuals),0
Cormac McCarthy's All the Pretty Horses,0
Nineteen Eighty-Four (1984),1
Verserade tankar,0
Black Ice (Ice  #1),0
A Couple of April Fools (The Hamlet Chronicles #6),0
Jazz,0
The Odes and Selected Fragments,0
"American Werewolf in Paris, An (1997)",1
The Gunslinger (The Dark Tower #1),0
B*A*P*S (1997),1
50 Great Curries of India,0
Scream 2 (1997),1
Rosie (1998),1
"Trip to Bountiful, The (1985)",1
Beloved Bride: The Letters of Stonewall Jackson to His Wife,0
The Long Walk: The True Story of a Trek to Freedom,0
8 Seconds (1994),1
Boys Life (1995),1
Savage Sun (Outlanders  #3),0
Blackmail (1929),1
Chairman of the Board (1998),1
The Used World,0
The Bon Appetit Cookbook,0
A Power Governments Cannot Suppress,0
The Lovely Bones,0
Insects & Spiders,0
Maggie: A Girl of the Streets and Other Short Fiction,0
The Eiger Sanction (Jonathan Hemlock  #1),0
The Black Sheep,0
The Flying Sorcerers: More Comic Tales of Fantasy,0
The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,0
Dream Man (1995),1
About Last Night... (1986),1
Black Sunday (La Maschera Del Demonio) (1960),1
Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,0
Beyond Silence (1996),1
Odds Against,0
The Woman in White,0
One Step Behind  (Kurt Wallander  #7),0
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1
Gilda (1946),1
GoldenEye (1995),1
Lectures on Literature,0
"Poseidon Adventure, The (1972)",1
Mulan (1998),1
The Land of Laughs,0
"Kid in King Arthur's Court, A (1995)",1
Bellwether,0
The Bookseller of Kabul,0
The Vampire Companion,0
"Thousand Acres, A (1997)",1
Rough Night in Jericho (1967),1
Ninotchka (1939),1
The Moonstone,0
Metroland (1997),1
Double-Cross (Athena Force #4),0
Whitethorn Woods,0
The Speed of Trust: The One Thing that Changes Everything,0
Don Quixote,0
The Read-Aloud Handbook,0
And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),1
My Father's Dragon (My Father's Dragon  #1),0
Cartas del diablo a su sobrino,0
Castle Diary: The Journal of Tobias Burgess,0
Othello (1952),1
So I Married an Axe Murderer (1993),1
"Bat, The (1959)",1
The End of Faith: Religion  Terror  and the Future of Reason,0
Merrick (The Vampire Chronicles #7),0
La Jeune fille à la perle,0
Metamorphosis (Star Trek: The Next Generation),0
"Tin Drum, The (Blechtrommel, Die) (1979)",1
